Zeitstempel,PV-Leistung (kW),Netz-Leistung (kW),Batterie-Leistung (kW),Hausverbrauch (kW),Batterieladestand (%)
2025-04-09 13:46:48,2.444439208984375,0.004,1.244776123046875,3.53593896484375,95.9
2025-04-09 13:46:55,2.4489007568359376,0.0002,1.2390391845703126,3.5203874023437502,95.9
2025-04-09 13:46:58,2.449274444580078,0.0103,1.2193316650390624,3.50172734375,95.9
2025-04-09 13:47:05,2.4534519348144532,0.0258,1.2320760498046874,3.55451826171875,95.9
2025-04-09 13:47:08,2.456548614501953,0.0112,1.2417178955078125,3.5628533203124997,95.9
2025-04-09 13:47:15,2.4597815551757813,0.0072,1.2253577880859374,3.5388926269531247,95.9
2025-04-09 13:47:19,2.4614461364746094,0.0047,1.2279344482421874,3.5384255859375,95.8
2025-04-09 13:47:25,2.465746032714844,0.013900000000000001,1.26291845703125,3.529073388671875,95.8
2025-04-09 13:47:29,2.468000305175781,0.013800000000000002,1.197039306640625,3.50284111328125,95.8
2025-04-09 13:47:35,2.4705615539550783,0.012,1.1875894775390625,3.521443603515625,95.8
2025-04-09 13:47:39,2.4723814086914064,0.013,1.192897705078125,3.502845458984375,95.8
2025-04-09 13:47:46,2.47486962890625,0.0055,1.183616455078125,3.51087353515625,95.8
2025-04-09 13:47:49,2.474905700683594,0.0077,1.1801087646484374,3.5181577636718746,95.7
2025-04-09 13:47:56,2.477227691650391,0.0046,1.1775498046875,3.5080630859375,95.7
2025-04-09 13:47:59,2.4775147094726564,0.0056,1.168272705078125,3.5105584960937497,95.7
2025-04-09 13:48:06,2.4779440612792967,0.0178,1.1833585205078125,3.485213671875,95.7
